sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
244184	DRTO24_SDS_77	DRTO24-SDS-77_S568_L001_R1_001.fastq.gz	44789485b7d083f27c84079a18666ab8daf3abbdabba47e43b77af8385bfb0a6	DRTO24-SDS-77_S568_L001_R2_001.fastq.gz	e3ec5328dae112c9aa08c8fc94b991a2a6d94551c510502d0b28f977fa07f36c	1272	20250717T180136_conntr1	11.127912087912089	1.1718681318681319	0.022857142857142857	1.024175824175824	0.014505494505494506	0.0	0.0	0.1476923076923077	0.008351648351648353	1.0	0.002197802197802198	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	poritidae	porites	astreoides	24.93388700	-80.54985500	20240406	10
244040	DRTO24_SDS_204	DRTO24-SDS-204_S106_L001_R1_001.fastq.gz	a155d963d20e99e4f3e0612117ef782ab7c187bc4c9d6b62681cc74805734e31	DRTO24-SDS-204_S106_L001_R2_001.fastq.gz	3c0713b7b1a303e65d8375eb29c987b4e387b5225eeaa2b874fe185d4fca7590	1272	20250717T180136_conntr1	50.1948051948052	4.241558441558442	0.12727272727272726	1.0	0.025974025974025976	0.0	0.0	3.2415584415584417	0.1012987012987013	1.0	0.012987012987012988	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	merulinidae	orbicella	annularis	24.93388700	-80.54985500	20240406	10
244013	DRTO24_SDS_180	DRTO24-SDS-180_S82_L001_R1_001.fastq.gz	b403de188d30b27f390c51af863e803d954a2fd1813dab6f5b3c823736b1b1cf	DRTO24-SDS-180_S82_L001_R2_001.fastq.gz	189cb42b73f5e3c9f479d54b80999ebc0926fb0e310aa2947c297e0585889f58	1272	20250717T180136_conntr1	10.157264103844234	1.0808786819770344	0.022965551672491265	1.017973040439341	0.014977533699450823	0.0	0.0	0.06290564153769346	0.00798801797304044	1.0	0.0024962556165751375	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	merulinidae	orbicella	faveolata	24.93388700	-80.54985500	20240406	10
243954	DRTO24_SDS_115	DRTO24-SDS-115_S30_L001_R1_001.fastq.gz	d0661dec39d9858d6263739419bee6f6d9f98fdfd6d9d0a552c325a72d90c74d	DRTO24-SDS-115_S30_L001_R2_001.fastq.gz	91875d1ef790699860be60926a34b9e8350e2b109b1f72a498c3049d714fb4e0	1272	20250717T180136_conntr1	9.513919575784357	1.0605391073795847	0.01855943437914273	1.0207688908528503	0.013256738842244807	0.0	0.0	0.039770216526734424	0.005302695536897923	1.0	0.002209456473707468	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	montastraeidae	montastrea	cavernosa	24.93388700	-80.54985500	20240406	10
243949	DRTO24_SDS_110	DRTO24-SDS-110_S25_L001_R1_001.fastq.gz	3c1df8a81aac1f50d0b86c6036539a8070cd3b743d2ce07cb1834a6e9505246f	DRTO24-SDS-110_S25_L001_R2_001.fastq.gz	05891c7ef64676df1ec59e01d860e95491fa38ffb1e93e4ea9392024511ab459	1272	20250717T180136_conntr1	9.79881154499151	1.08955857385399	0.02037351443123939	1.022495755517827	0.014431239388794566	0.0	0.0	0.06706281833616298	0.005942275042444821	1.0	0.0021222410865874364	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	merulinidae	orbicella	faveolata	24.93388700	-80.54985500	20240406	10
243941	DRTO24_SDS_103	DRTO24-SDS-103_S18_L001_R1_001.fastq.gz	6da5d6008022a0b38c07c90d0058900e371b021613865d8a7a6375b31a586d4f	DRTO24-SDS-103_S18_L001_R2_001.fastq.gz	defcfe9f9fdf3c3c736c102b2fb315c4db327aa7c7860a389305da610be3ed2d	1272	20250717T180136_conntr1	8.870830535034699	1.0257443474367585	0.01208865010073875	1.0221625251846878	0.011193194537721066	0.0	0.0	0.003581822252070741	0.0008954555630176853	1.0	0.0011193194537721066	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	mussidae	colpophyllia 	natans	24.93388700	-80.54985500	20240406	10
243521	R369	369_S73_L001_R1_001.fastq.gz	f5a9f768a8fd18af95a7bef1cc58605c68129c7064af8efadd65437c0be8fcfd	369_S73_L001_R2_001.fastq.gz	bd52357478b4e481e70a0ddf0cb65145382031f73db8d8150357114ff3267bcd	1272	20250717T180136_conntr1	1.9838470413713531	1.0346134827756717	0.011867479808801713	1.03131696060656	0.011208175374979397	0.0	0.0	0.0032965221691115872	0.0006593044338223175	1.0	0.0008241305422778968	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	mussidae	diploria 	labyrinthiformis	24.93388700	-80.54985500	20240406	13
243425	R272	272_S456_L001_R1_001.fastq.gz	a14856af502c9abbe4fb614bbf08efd062357982387737f08e419152757047cc	272_S456_L001_R2_001.fastq.gz	0b669488fc38670ca13ae15adbe829bb95d77de3248e99f2831efed0542daecc	1272	20250717T180136_conntr1	16.924603174603174	1.492063492063492	0.0873015873015873	1.0119047619047619	0.031746031746031744	0.0	0.0	0.4801587301587302	0.05555555555555555	1.0	0.01984126984126984	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	montastraeidae	montastrea	cavernosa	25.13929000	-80.29511400	20240406	17
244004	DRTO24_SDS_169	DRTO24-SDS-169_S75_L001_R1_001.fastq.gz	30d01df9149ce3effef1fcc3f2c10b0a276d929934ac118e9acfcbf1503d7dd1	DRTO24-SDS-169_S75_L001_R2_001.fastq.gz	d1f2e631c79d426a41a6ea0132e350c3390257019cfd68da8df2d42681daaf2e	1272	20250717T180136_conntr1	9.033947065592635	1.0546605293440736	0.0189873417721519	1.014384349827388	0.01380897583429229	0.0	0.0	0.04027617951668585	0.005178365937859608	1.0	0.0028768699654775605	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	montastraeidae	montastrea	cavernosa	24.93388700	-80.54985500	20240406	10
243343	R183	183_S373_L001_R1_001.fastq.gz	5ac4b7167ef3c97289221694c663a9f12775ef483bdc0cb6f2ad8df3640fc5a5	183_S373_L001_R2_001.fastq.gz	f30fb9a41b2f524f660d6b5a62aa56410fd91b866d90ed9883a2a3d3a430b1d8	1272	20250717T180136_conntr1	9.312752664461595	1.0848952590959207	0.019845644983461964	1.0202131569276	0.013230429988974642	0.0	0.0	0.06468210216832047	0.006615214994487321	1.0	0.0018375597206909224	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	mussidae	diploria 	labyrinthiformis	25.00636000	-80.44709000	20240406	15
243494	R341	341_S46_L001_R1_001.fastq.gz	100f4f0725cb45f6d151c68b6b140b13381373fec3c592a1a94791aa68816710	341_S46_L001_R2_001.fastq.gz	6eae1b44ac0907894d63d4cd12e2a41196c70b0583d0d62104c7290c155d10bc	1272	20250717T180136_conntr1	2.403951280329913	1.0894792365972954	0.014961158530737508	1.0507336721971805	0.013138966145583582	0.0	0.0	0.03874556440011508	0.0018221923851539272	1.0	0.0005754291742591349	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	mussidae	diploria 	labyrinthiformis	24.93388700	-80.54985500	20240406	14
